Poet,Title,Poem
GWENDOLYN BROOKS,"kitchenette building 
","We are things of dry hours and the involuntary plan,
Grayed in, and gray. “Dream” makes a giddy sound, not strong
Like “rent,” “feeding a wife,” “satisfying a man.”

But could a dream send up through onion fumes
Its white and violet, fight with fried potatoes
And yesterday’s garbage ripening in the hall,
Flutter, or sing an aria down these rooms

Even if we were willing to let it in,
Had time to warm it, keep it very clean,
Anticipate a message, let it begin?

We wonder. But not well! not for a minute!
Since Number Five is out of the bathroom now,
We think of lukewarm water, hope to get in it."
GWENDOLYN BROOKS,"The Life of Lincoln West
","Ugliest little boy
that everyone ever saw.   
That is what everyone said.

Even to his mother it was apparent—
when the blue-aproned nurse came into the   
northeast end of the maternity ward   
bearing his squeals and plump bottom   
looped up in a scant receiving blanket,   
bending, to pass the bundle carefully   
into the waiting mother-hands—that this
was no cute little ugliness, no sly baby waywardness   
that was going to inch away
as would baby fat, baby curl, and   
baby spot-rash. The pendulous lip, the   
branching ears, the eyes so wide and wild,   
the vague unvibrant brown of the skin,   
and, most disturbing, the great head.   
These components of That Look bespoke   
the sure fibre. The deep grain.

His father could not bear the sight of him.
His mother high-piled her pretty dyed hair and   
put him among her hairpins and sweethearts,   
dance slippers, torn paper roses.
He was not less than these,
he was not more.

As the little Lincoln grew,
uglily upward and out, he began   
to understand that something was   
wrong. His little ways of trying   
to please his father, the bringing   
of matches, the jumping aside at   
warning sound of oh-so-large and   
rushing stride, the smile that gave   
and gave and gave—Unsuccessful!

Even Christmases and Easters were spoiled.   
He would be sitting at the
family feasting table, really
delighting in the displays of mashed potatoes   
and the rich golden
fat-crust of the ham or the festive
fowl, when he would look up and find   
somebody feeling indignant about him.

What a pity what a pity. No love   
for one so loving. The little Lincoln   
loved Everybody. Ants. The changing   
caterpillar. His much-missing mother.   
His kindergarten teacher.

His kindergarten teacher—whose   
concern for him was composed of one   
part sympathy and two parts repulsion.
The others ran up with their little drawings.   
He ran up with his.
She
tried to be as pleasant with him as   
with others, but it was difficult.
For she was all pretty! all daintiness,
all tiny vanilla, with blue eyes and fluffy   
sun-hair. One afternoon she
saw him in the hall looking bleak against   
the wall. It was strange because the   
bell had long since rung and no other   
child was in sight. Pity flooded her.   
She buttoned her gloves and suggested   
cheerfully that she walk him home. She   
started out bravely, holding him by the   
hand. But she had not walked far before   
she regretted it. The little monkey.   
Must everyone look? And clutching her   
hand like that. . . . Literally pinching   
it. . . .

At seven, the little Lincoln loved
the brother and sister who
moved next door. Handsome. Well-
dressed. Charitable, often, to him. They   
enjoyed him because he was
resourceful, made up
games, told stories. But when
their More Acceptable friends came they turned   
their handsome backs on him. He
hated himself for his feeling
of well-being when with them despite—
Everything.

He spent much time looking at himself   
in mirrors. What could be done?   
But there was no
shrinking his head. There was no   
binding his ears.

“Don’t touch me!” cried the little   
fairy-like being in the playground.

Her name was Nerissa. The many   
children were playing tag, but when   
he caught her, she recoiled, jerked free   
and ran. It was like all the
rainbow that ever was, going off   
forever, all, all the sparklings in
the sunset west.

One day, while he was yet seven,
a thing happened. In the down-town movies   
with his mother a white
man in the seat beside him whispered   
loudly to a companion, and pointed at   
the little Linc.
“THERE! That’s the kind I’ve been wanting   
to show you! One of the best
examples of the specie. Not like
those diluted Negroes you see so much of on   
the streets these days, but the
real thing.

Black, ugly, and odd. You
can see the savagery. The blunt   
blankness. That is the real   
thing.”

His mother—her hair had never looked so
red around the dark brown   
velvet of her face—jumped up,   
shrieked “Go to—” She did not finish.   
She yanked to his feet the little   
Lincoln, who was sitting there
staring in fascination at his assessor. At the author of his   
new idea.

All the way home he was happy. Of course,   
he had not liked the word
“ugly.”
But, after all, should he not
be used to that by now? What had
struck him, among words and meanings   
he could little understand, was the phrase   
“the real thing.”
He didn’t know quite why,
but he liked that.
He liked that very much.

When he was hurt, too much
stared at—
too much
left alone—he
thought about that. He told himself
“After all, I’m   
the real thing.”

It comforted him."
GWENDOLYN BROOKS,"The Lovers of the Poor 
","arrive. The Ladies from the Ladies’ Betterment League
Arrive in the afternoon, the late light slanting   
In diluted gold bars across the boulevard brag
Of proud, seamed faces with mercy and murder hinting   
Here, there, interrupting, all deep and debonair,
The pink paint on the innocence of fear;   
Walk in a gingerly manner up the hall.
Cutting with knives served by their softest care,   
Served by their love, so barbarously fair.
Whose mothers taught: You’d better not be cruel!   
You had better not throw stones upon the wrens!   
Herein they kiss and coddle and assault   
Anew and dearly in the innocence   
With which they baffle nature. Who are full,   
Sleek, tender-clad, fit, fiftyish, a-glow, all   
Sweetly abortive, hinting at fat fruit,   
Judge it high time that fiftyish fingers felt   
Beneath the lovelier planes of enterprise.   
To resurrect. To moisten with milky chill.   
To be a random hitching-post or plush.
To be, for wet eyes, random and handy hem.
                        Their guild is giving money to the poor.
The worthy poor. The very very worthy
And beautiful poor. Perhaps just not too swarthy?
perhaps just not too dirty nor too dim   
Nor—passionate. In truth, what they could wish
Is—something less than derelict or dull.
Not staunch enough to stab, though, gaze for gaze!
God shield them sharply from the beggar-bold!   
The noxious needy ones whose battle’s bald   
Nonetheless for being voiceless, hits one down.
                        But it’s all so bad! and entirely too much for them.
The stench; the urine, cabbage, and dead beans,
Dead porridges of assorted dusty grains,
The old smoke, heavy diapers, and, they’re told,
Something called chitterlings. The darkness. Drawn
Darkness, or dirty light. The soil that stirs.   
The soil that looks the soil of centuries.
And for that matter the general oldness. Old   
Wood. Old marble. Old tile. Old old old.
Not homekind Oldness! Not Lake Forest, Glencoe.
Nothing is sturdy, nothing is majestic,
There is no quiet drama, no rubbed glaze, no   
Unkillable infirmity of such
A tasteful turn as lately they have left,   
Glencoe, Lake Forest, and to which their cars   
Must presently restore them. When they’re done
With dullards and distortions of this fistic
Patience of the poor and put-upon.
                        They’ve never seen such a make-do-ness as   
Newspaper rugs before! In this, this “flat,”   
Their hostess is gathering up the oozed, the rich   
Rugs of the morning (tattered! the bespattered. . . .)   
Readies to spread clean rugs for afternoon.   
Here is a scene for you. The Ladies look,   
In horror, behind a substantial citizeness   
Whose trains clank out across her swollen heart.   
Who, arms akimbo, almost fills a door.
All tumbling children, quilts dragged to the floor   
And tortured thereover, potato peelings, soft-
Eyed kitten, hunched-up, haggard, to-be-hurt.
                        Their League is allotting largesse to the Lost.   
But to put their clean, their pretty money, to put   
Their money collected from delicate rose-fingers   
Tipped with their hundred flawless rose-nails seems . . .
                        They own Spode, Lowestoft, candelabra,   
Mantels, and hostess gowns, and sunburst clocks,   
Turtle soup, Chippendale, red satin “hangings,”   
Aubussons and Hattie Carnegie. They Winter   
In Palm Beach; cross the Water in June; attend,   
When suitable, the nice Art Institute;
Buy the right books in the best bindings; saunter   
On Michigan, Easter mornings, in sun or wind.   
Oh Squalor! This sick four-story hulk, this fibre   
With fissures everywhere! Why, what are bringings   
Of loathe-love largesse? What shall peril hungers   
So old old, what shall flatter the desolate?   
Tin can, blocked fire escape and chitterling
And swaggering seeking youth and the puzzled wreckage   
Of the middle passage, and urine and stale shames   
And, again, the porridges of the underslung
And children children children. Heavens! That
Was a rat, surely, off there, in the shadows? Long
And long-tailed? Gray? The Ladies from the Ladies’   
Betterment League agree it will be better
To achieve the outer air that rights and steadies,
To hie to a house that does not holler, to ring
Bells elsetime, better presently to cater
To no more Possibilities, to get
Away. Perhaps the money can be posted.
Perhaps they two may choose another Slum!
Some serious sooty half-unhappy home!—
Where loathe-love likelier may be invested.
                        Keeping their scented bodies in the center   
Of the hall as they walk down the hysterical hall,   
They allow their lovely skirts to graze no wall,
Are off at what they manage of a canter,
And, resuming all the clues of what they were,
Try to avoid inhaling the laden air."
GWENDOLYN BROOKS,"Mayor Harold Washington
","Mayor. Worldman. Historyman.
Beyond steps that occur and close,
your steps are echo-makers.

You can never be forgotten.

We begin our health.
We enter the Age of Alliance.
This is our senior adventure."
GWENDOLYN BROOKS,"the mother 
","Abortions will not let you forget.
You remember the children you got that you did not get,   
The damp small pulps with a little or with no hair,   
The singers and workers that never handled the air.   
You will never neglect or beat
Them, or silence or buy with a sweet.
You will never wind up the sucking-thumb
Or scuttle off ghosts that come.
You will never leave them, controlling your luscious sigh,   
Return for a snack of them, with gobbling mother-eye.

I have heard in the voices of the wind the voices of my dim killed children.
I have contracted. I have eased
My dim dears at the breasts they could never suck.
I have said, Sweets, if I sinned, if I seized
Your luck
And your lives from your unfinished reach,
If I stole your births and your names,
Your straight baby tears and your games,
Your stilted or lovely loves, your tumults, your marriages, aches, and your deaths,
If I poisoned the beginnings of your breaths,
Believe that even in my deliberateness I was not deliberate.   
Though why should I whine,
Whine that the crime was other than mine?—
Since anyhow you are dead.
Or rather, or instead,
You were never made.
But that too, I am afraid,
Is faulty: oh, what shall I say, how is the truth to be said?   
You were born, you had body, you died.
It is just that you never giggled or planned or cried.

Believe me, I loved you all.
Believe me, I knew you, though faintly, and I loved, I loved you
All.
"
GWENDOLYN BROOKS,"my dreams, my works, must wait till after hell
","I hold my honey and I store my bread
In little jars and cabinets of my will.
I label clearly, and each latch and lid
I bid, Be firm till I return from hell.
I am very hungry. I am incomplete.
And none can tell when I may dine again.
No man can give me any word but Wait,
The puny light. I keep eyes pointed in;
Hoping that, when the devil days of my hurt
Drag out to their last dregs and I resume
On such legs as are left me, in such heart
As I can manage, remember to go home,
My taste will not have turned insensitive
To honey and bread old purity could love.
"
GWENDOLYN BROOKS,"of De Witt Williams on his way to Lincoln Cemetery
","He was born in Alabama.
He was bred in Illinois.
He was nothing but a
Plain black boy.

Swing low swing low sweet sweet chariot.
Nothing but a plain black boy.

Drive him past the Pool Hall.
Drive him past the Show.
Blind within his casket,
But maybe he will know.

Down through Forty-seventh Street:
Underneath the L,
And Northwest Corner, Prairie,
That he loved so well.

Don’t forget the Dance Halls—
Warwick and Savoy,
Where he picked his women, where
He drank his liquid joy.

Born in Alabama.
Bred in Illinois.
He was nothing but a
Plain black boy.

Swing low swing low sweet sweet chariot.
Nothing but a plain black boy."
GWENDOLYN BROOKS,"Of Robert Frost
","There is a little lightning in his eyes.
Iron at the mouth.
His brows ride neither too far up nor down.

He is splendid. With a place to stand.

Some glowing in the common blood.
Some specialness within."
GWENDOLYN BROOKS,"A Penitent Considers Another Coming of Mary
","For Reverend Theodore Richardson

If Mary came would Mary
Forgive, as Mothers may,
And sad and second Saviour
Furnish us today?

She would not shake her head and leave
This military air,
But ratify a modern hay,
And put her Baby there.

Mary would not punish men—
If Mary came again."
GWENDOLYN BROOKS,"Primer For Blacks
","Blackness
is a title,
is a preoccupation,
is a commitment Blacks
are to comprehend—
and in which you are
to perceive your Glory.

The conscious shout
of all that is white is
“It’s Great to be white.”
The conscious shout
of the slack in Black is
""It's Great to be white.""
Thus all that is white
has white strength and yours.

The word Black
has geographic power,
pulls everybody in:
Blacks here—
Blacks there—
Blacks wherever they may be.
And remember, you Blacks, what they told you—
remember your Education:
“one Drop—one Drop
maketh a brand new Black.”
         Oh mighty Drop.
______And because they have given us kindly
so many more of our people

Blackness
stretches over the land.
Blackness—
the Black of it,
the rust-red of it,
the milk and cream of it,
the tan and yellow-tan of it,
the deep-brown middle-brown high-brown of it,
the “olive” and ochre of it—
Blackness
marches on.

The huge, the pungent object of our prime out-ride
is to Comprehend,
to salute and to Love the fact that we are Black,
which is our “ultimate Reality,”
which is the lone ground
from which our meaningful metamorphosis,
from which our prosperous staccato,
group or individual, can rise.

Self-shriveled Blacks.
Begin with gaunt and marvelous concession:
YOU are our costume and our fundamental bone.
      
      All of you—
      you COLORED ones,
      you NEGRO ones,
those of you who proudly cry
      “I’m half INDian”—
      those of you who proudly screech
      “I’VE got the blood of George WASHington in MY veins”
      ALL of you—
            you proper Blacks,
      you half-Blacks,
      you wish-I-weren’t Blacks,
      Niggeroes and Niggerenes.


      You.
"
GWENDOLYN BROOKS,Riot,"A riot is the language of the unheard.
—martin luther king

John Cabot, out of Wilma, once a Wycliffe,
all whitebluerose below his golden hair,
wrapped richly in right linen and right wool,
almost forgot his Jaguar and Lake Bluff;
almost forgot Grandtully (which is The
Best Thing That Ever Happened To Scotch); almost
forgot the sculpture at the Richard Gray
and Distelheim; the kidney pie at Maxim’s,
the Grenadine de Boeuf at Maison Henri.

Because the Negroes were coming down the street.

Because the Poor were sweaty and unpretty
(not like Two Dainty Negroes in Winnetka)
and they were coming toward him in rough ranks.
In seas. In windsweep. They were black and loud.
And not detainable. And not discreet.

Gross. Gross. “Que tu es grossier!” John Cabot
itched instantly beneath the nourished white
that told his story of glory to the World.
“Don’t let It touch me! the blackness! Lord!” he whispered
to any handy angel in the sky.
But, in a thrilling announcement, on It drove
and breathed on him: and touched him. In that breath
the fume of pig foot, chitterling and cheap chili,
malign, mocked John. And, in terrific touch, old
averted doubt jerked forward decently,
cried, “Cabot! John! You are a desperate man,
and the desperate die expensively today.”

John Cabot went down in the smoke and fire
and broken glass and blood, and he cried “Lord!
Forgive these nigguhs that know not what they do.”"
GWENDOLYN BROOKS,"RIOT
","A Poem in Three Parts

              A riot is the language of the unheard. 
              —Martin Luther King, Jr.


John Cabot, out of Wilma, once a Wycliffe, 
all whitebluerose below his golden hair, 
wrapped richly in right linen and right wool, 
almost forgot his Jaguar and Lake Bluff; 
almost forgot Grandtully (which is The 
Best Thing That Ever Happened To Scotch); almost 
forgot the sculpture at the Richard Gray 
and Distelheim; the kidney pie at Maxim’s, 
the Grenadine de Boeuf at Maison Henri. 

Because the “Negroes” were coming down the street. 

Because the Poor were sweaty and unpretty 
(not like Two Dainty Negroes in Winnetka) 
and they were coming toward him in rough ranks. 
In seas. In windsweep. They were black and loud. 
And not detainable. And not discreet. 

Gross. Gross. “Que tu es grossier!” John Cabot 
itched instantly beneath the nourished white 
that told his story of glory to the World. 
“Don’t let It touch me! the blackness! Lord!” he
whispered to any handy angel in the sky. 

But, in a thrilling announcement, on It drove 
and breathed on him: and touched him. In that breath 
the fume of pig foot, chitterling and cheap chili, 
malign, mocked John. And, in terrific touch, old 
averted doubt jerked forward decently, 
cried, “Cabot! John! You are a desperate man, 
and the desperate die expensively today.” 

John Cabot went down in the smoke and fire 
and broken glass and blood, and he cried “Lord! 
Forgive these nigguhs that know not what they do.”






THE THIRD SERMON ON THE WARPLAND

               Phoenix 
                “In Egyptian mythology, a bird 
                which lived for five hundred 
                years and then consumed itself 
                in fire, rising renewed from the ashes.” 
                —webster


The earth is a beautiful place. 
Watermirrors and things to be reflected. 
Goldenrod across the little lagoon. 

The Black Philosopher says 
“Our chains are in the keep of the Keeper 
in a labeled cabinet 
on the second shelf by the cookies, 
sonatas, the arabesques. . . . 
There’s a rattle, sometimes. 
You do not hear it who mind only 
cookies and crunch them. 
You do not hear the remarkable music—‘A 
Death Song For You Before You Die.’ 
If you could hear it 
you would make music too. 
The blackblues.” 




   West Madison Street. 
In “Jessie’s Kitchen” 
nobody’s eating Jessie’s Perfect Food. 
Crazy flowers 
cry up across the sky, spreading 
and hissing This is 
it. 




The young men run. 

They will not steal Bing Crosby but will steal 
Melvin Van Peebles who made Lillie 
a thing of Zampoughi a thing of red wiggles and trebles 
(and I know there are twenty wire stalks sticking out of her 
      head 
as her underfed haunches jerk jazz.) 




A clean riot is not one in which little rioters 
long-stomped, long-straddled, BEANLESS 
but knowing no Why 
go steal in hell 
a radio, sit to hear James Brown 
and Mingus, Young-Holt, Coleman, John on V.O.N. 
and sun themselves in Sin. 

However, what 
is going on 
is going on. 




Fire. 
That is their way of lighting candles in the darkness. 
A White Philosopher said 
‘It is better to light one candle than curse the darkness.’ 
                     These candles curse— 
inverting the deeps of the darkness. 

GUARD HERE, GUNS LOADED. 

The young men run. 
The children in ritual chatter 
scatter upon 
their Own and old geography. 

The Law comes sirening across the town. 




A woman is dead. 
Motherwoman. 
She lies among the boxes 
(that held the haughty hats, the Polish sausages) 
in newish, thorough, firm virginity 
as rich as fudge is if you’ve had five pieces. 
Not again shall she 
partake of steak 
on Christmas mornings, nor of nighttime 
chicken and wine at Val Gray Ward’s 
nor say 
of Mr. Beetley, Exit Jones, Junk Smith 
nor neat New-baby Williams (man-to-many) 
“He treat me right.” 

That was a gut gal. 

“We’ll do an us!” yells Yancey, a twittering twelve. 
“Instead of your deathintheafternoon, 
kill ’em, bull! 
kill ’em, bull!” 

The Black Philosopher blares 
“I tell you, exhaustive black integrity 
would assure a blackless Amrica. . . .” 




Nine die, Sun-Times will tell 
and will tell too 
in small black-bordered oblongs “Rumor? check it 
at 744-4111.” 




A Poem to Peanut. 
“Coooooool!” purrs Peanut. Peanut is 
Richard—a Ranger and a gentleman. 
A Signature. A Herald. And a Span. 
This Peanut will not let his men explode. 
And Rico will not. 
Neither will Sengali. 
Nor Bop nor Jeff, Geronimo nor Lover. 
These merely peer and purr, 
and pass the Passion over. 
The Disciples stir 
and thousandfold confer 
with ranging Rangermen; 
mutual in their “Yeah!— 
this AIN’T all upinheah!” 




“But WHY do These People offend themselves?” say they 
who say also “It’s time. 
It’s time to help 
These People.” 




Lies are told and legends made. 
Phoenix rises unafraid. 

The Black Philosopher will remember: 
“There they came to life and exulted, 
the hurt mute. 
Then is was over. 

The dust, as they say, settled.”





AN ASPECT OF LOVE, ALIVE IN THE ICE AND FIRE

                                                                              LaBohem Brown


In a package of minutes there is this We.
How beautiful.
Merry foreigners in our morning,
we laugh, we touch each other, 
are responsible props and posts.

A physical light is in the room.

Because the world is at the window
we cannot wonder very long.

You rise. Although
genial, you are in yourself again.
I observe
your direct and respectable stride.
You are direct and self-accepting as a lion
in Afrikan velvet. You are level, lean,
remote.


There is a moment in Camaraderie
when interruption is not to be understood.
I cannot bear an interruption.
This is the shining joy;
the time of not-to-end.

On the street we smile.
We go
in different directions
down the imperturbable street.
"
GWENDOLYN BROOKS,"the rites for Cousin Vit
","Carried her unprotesting out the door.
Kicked back the casket-stand. But it can't hold her,
That stuff and satin aiming to enfold her,
The lid's contrition nor the bolts before.
Oh oh. Too much. Too much. Even now, surmise,
She rises in the sunshine. There she goes,
Back to the bars she knew and the repose
In love-rooms and the things in people's eyes.
Too vital and too squeaking. Must emerge.
Even now she does the snake-hips with a hiss,
Slops the bad wine across her shantung, talks
Of pregnancy, guitars and bridgework, walks
In parks or alleys, comes haply on the verge
Of happiness, haply hysterics. Is.
"
GWENDOLYN BROOKS,"Sadie and Maud
","Maud went to college.
Sadie stayed at home.
Sadie scraped life
With a fine-tooth comb.

She didn’t leave a tangle in.
Her comb found every strand.
Sadie was one of the livingest chits
In all the land.

Sadie bore two babies
Under her maiden name.
Maud and Ma and Papa
Nearly died of shame.

When Sadie said her last so-long
Her girls struck out from home.
(Sadie had left as heritage
Her fine-tooth comb.)

Maud, who went to college,
Is a thin brown mouse.
She is living all alone
In this old house.
"
GWENDOLYN BROOKS,"The Sermon on the Warpland
","“The fact that we are black
is our ultimate reality.”
—Ron Karenga
 

And several strengths from drowsiness campaigned
but spoke in Single Sermon on the warpland.

And went about the warpland saying No.
“My people, black and black, revile the River.
Say that the River turns, and turn the River.

Say that our Something in doublepod contains
seeds for the coming hell and health together.
Prepare to meet
(sisters, brothers) the brash and terrible weather;
the pains;
the bruising; the collapse of bestials, idols.
But then oh then!—the stuffing of the hulls!
the seasoning of the perilously sweet!
the health! The heralding of the clear obscure!

Build now your Church, my brothers, sisters. Build
never with brick or Corten nor with granite.
Build with lithe love. With love like lion-eyes.
with love like morningrise.
with love like black, our black—
luminously indiscreet;
complete; continuous.”"
